TOURNAMENT,TEAM_0_NAME,TEAM_0_HEROES,TEAM_0_SIDE,TEAM_0_WIN,TEAM_1_NAME,TEAM_1_HEROES,TEAM_1_SIDE,TEAM_1_WIN
ESL One Germany 2020,Cyber Legacy,"['Monkey King', 'Leshrac', 'Mars', 'Snapfire', 'Oracle']",dire,0,Vikin.gg,"['Spectre', 'Queen of Pain', 'Elder Titan', 'Rubick', 'Chen']",radiant,1
ESL One Germany 2020,mudgolems,"['Bloodseeker', 'Storm Spirit', 'Spectre', 'Mirana', 'Crystal Maiden']",dire,1,Natus Vincere,"['Phantom Lancer', 'Leshrac', 'Batrider', 'Rubick', 'Clockwerk']",radiant,0
ESL One Germany 2020,Natus Vincere,"['Drow Ranger', 'Tusk', 'Mars', 'Phoenix', 'Pugna']",dire,0,mudgolems,"['Bloodseeker', 'Lina', 'Lifestealer', 'Io', 'Snapfire']",radiant,1
ESL One Germany 2020,Team Liquid,"['Lone Druid', 'Void Spirit', 'Centaur Warrunner', 'Shadow Demon', 'Rubick']",dire,1,5men,"['Drow Ranger', 'Kunkka', 'Mars', 'Lion', 'Oracle']",radiant,0
ESL One Germany 2020,Team Liquid,"['Juggernaut', 'Invoker', 'Enigma', 'Disruptor', 'Void Spirit']",dire,1,5men,"['Troll Warlord', 'Broodmother', 'Magnus', 'Rubick', 'Underlord']",radiant,0
ESL One Germany 2020,Nigma Galaxy,"['Anti-Mage', 'Lina', 'Centaur Warrunner', 'Undying', 'Winter Wyvern']",dire,0,5men,"['Lone Druid', 'Zeus', 'Venomancer', 'Spirit Breaker', 'Magnus']",radiant,1
ESL One Germany 2020,Nigma Galaxy,"['Faceless Void', 'Invoker', 'Magnus', 'Rubick', 'Witch Doctor']",dire,1,5men,"['Spectre', 'Puck', 'Venomancer', 'Phoenix', 'Axe']",radiant,0
ESL One Germany 2020,Nigma Galaxy,"['Sven', 'Viper', 'Magnus', 'Rubick', 'Witch Doctor']",dire,1,5men,"['Spectre', 'Zeus', ""Nature's Prophet"", 'Phoenix', 'Sand King']",radiant,0
ESL One Germany 2020,Yellow Submarine,"['Bloodseeker', 'Lina', 'Death Prophet', 'Disruptor', 'Spectre']",dire,1,Natus Vincere,"['Morphling', 'Ember Spirit', 'Clockwerk', 'Rubick', 'Oracle']",radiant,0
ESL One Germany 2020,Yellow Submarine,"['Phantom Assassin', 'Windranger', 'Bloodseeker', 'Phoenix', 'Bane']",dire,0,Natus Vincere,"['Lifestealer', 'Kunkka', ""Nature's Prophet"", 'Earth Spirit', 'Ogre Magi']",radiant,1
ESL One Germany 2020,Yellow Submarine,"['Sven', 'Viper', 'Bloodseeker', 'Phoenix', 'Witch Doctor']",dire,0,Natus Vincere,"['Spectre', 'Mars', ""Nature's Prophet"", 'Dark Willow', 'Undying']",radiant,1
ESL One Germany 2020,Ninjas in Pyjamas,"['Spectre', 'Queen of Pain', 'Underlord', 'Rubick', 'Crystal Maiden']",dire,1,Vikin.gg,"['Juggernaut', 'Tiny', 'Mars', 'Shadow Demon', 'Enchantress']",radiant,0
ESL One Germany 2020,Vikin.gg,"['Drow Ranger', 'Storm Spirit', 'Slardar', 'Phoenix', 'Vengeful Spirit']",dire,1,Ninjas in Pyjamas,"['Phantom Assassin', 'Queen of Pain', 'Bloodseeker', 'Tiny', 'Enchantress']",radiant,0
ESL One Germany 2020,Vikin.gg,"['Sven', 'Invoker', 'Undying', 'Rubick', 'Vengeful Spirit']",dire,1,Ninjas in Pyjamas,"['Drow Ranger', 'Broodmother', 'Underlord', 'Phoenix', 'Treant Protector']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,5men,"['Spectre', 'Puck', 'Enchantress', 'Tiny', 'Windranger']",dire,0,Natus Vincere,"['Morphling', 'Kunkka', 'Batrider', 'Earthshaker', 'Oracle']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,5men,"['Arc Warden', 'Puck', 'Mars', 'Phoenix', 'Enchantress']",dire,0,Natus Vincere,"['Morphling', 'Void Spirit', ""Nature's Prophet"", 'Vengeful Spirit', 'Windranger']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Vikin.gg,"['Wraith King', 'Ember Spirit', 'Bloodseeker', 'Snapfire', 'Tiny']",dire,0,Ninjas in Pyjamas,"['Faceless Void', ""Nature's Prophet"", 'Underlord', 'Phoenix', 'Lich']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Vikin.gg,"['Spectre', 'Tiny', 'Slardar', 'Snapfire', 'Winter Wyvern']",dire,0,Ninjas in Pyjamas,"['Sven', 'Void Spirit', 'Beastmaster', 'Rubick', 'Io']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Ninjas in Pyjamas,"['Terrorblade', 'Invoker', 'Dark Seer', 'Tiny', 'Enchantress']",dire,1,Natus Vincere,"['Arc Warden', 'Storm Spirit', 'Pangolier', 'Earth Spirit', 'Vengeful Spirit']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Ninjas in Pyjamas,"['Lifestealer', 'Leshrac', 'Underlord', 'Rubick', 'Chen']",dire,0,Natus Vincere,"['Slark', 'Windranger', 'Pangolier', 'Oracle', 'Doom']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Ninjas in Pyjamas,"['Arc Warden', 'Ancient Apparition', 'Elder Titan', 'Rubick', 'Vengeful Spirit']",dire,0,Natus Vincere,"['Morphling', 'Void Spirit', 'Doom', 'Undying', 'Windranger']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Vikin.gg,"['Lifestealer', 'Void Spirit', 'Underlord', 'Clockwerk', 'Snapfire']",dire,0,5men,"['Drow Ranger', 'Lina', 'Timbersaw', 'Tiny', 'Oracle']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Vikin.gg,"['Medusa', 'Queen of Pain', 'Phoenix', 'Spirit Breaker', 'Vengeful Spirit']",dire,0,5men,"['Juggernaut', 'Lina', 'Mars', 'Tiny', 'Grimstroke']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Ninjas in Pyjamas,"['Lifestealer', 'Visage', 'Mars', 'Mirana', 'Bane']",dire,1,5men,"['Riki', 'Lina', 'Magnus', 'Enchantress', 'Doom']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Ninjas in Pyjamas,"['Doom', 'Visage', 'Tidehunter', 'Mirana', 'Grimstroke']",dire,0,5men,"['Faceless Void', 'Invoker', 'Mars', 'Rubick', 'Enchantress']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Ninjas in Pyjamas,"['Chaos Knight', 'Ember Spirit', 'Mars', 'Shadow Demon', 'Windranger']",dire,0,5men,"['Faceless Void', 'Brewmaster', 'Bloodseeker', 'Earth Spirit', 'Pugna']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Nigma Galaxy,"['Phantom Assassin', 'Zeus', 'Beastmaster', 'Elder Titan', 'Abaddon']",dire,0,Natus Vincere,"['Spectre', 'Templar Assassin', 'Batrider', 'Tiny', 'Oracle']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Nigma Galaxy,"['Arc Warden', 'Timbersaw', 'Snapfire', 'Nyx Assassin', 'Tiny']",dire,0,Natus Vincere,"['Phantom Lancer', 'Void Spirit', 'Doom', 'Clockwerk', 'Phoenix']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Team Secret,"['Morphling', 'Zeus', 'Slardar', 'Spirit Breaker', 'Windranger']",dire,0,VP.Prodigy,"['Faceless Void', 'Mars', 'Phoenix', 'Pugna', 'Enchantress']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Team Secret,"['Bloodseeker', 'Shadow Fiend', 'Clockwerk', 'Vengeful Spirit', 'Drow Ranger']",dire,1,VP.Prodigy,"['Templar Assassin', 'Ember Spirit', 'Timbersaw', 'Grimstroke', 'Windranger']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Team Secret,"['Sven', 'Lina', 'Beastmaster', 'Skywrath Mage', 'Magnus']",dire,1,VP.Prodigy,"['Pugna', 'Death Prophet', 'Underlord', 'Rubick', 'Bane']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Team Liquid,"['Spectre', 'Queen of Pain', 'Sand King', 'Dark Willow', 'Warlock']",dire,0,5men,"['Troll Warlord', 'Void Spirit', 'Mars', 'Phoenix', 'Oracle']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,5men,"['Bloodseeker', 'Void Spirit', 'Arc Warden', 'Pugna', 'Windranger']",dire,0,Team Liquid,"['Drow Ranger', 'Dragon Knight', 'Sand King', 'Shadow Demon', 'Crystal Maiden']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Team Liquid,"['Templar Assassin', 'Windranger', 'Axe', 'Phoenix', 'Void Spirit']",dire,1,5men,"['Anti-Mage', 'Mars', 'Underlord', 'Skywrath Mage', 'Witch Doctor']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Alliance,"['Juggernaut', ""Nature's Prophet"", 'Underlord', 'Clockwerk', 'Grimstroke']",dire,1,OG,"['Monkey King', 'Void Spirit', 'Abaddon', 'Earth Spirit', 'Jakiro']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,OG,"['Faceless Void', 'Oracle', 'Venomancer', 'Earth Spirit', 'Jakiro']",dire,1,Alliance,"['Morphling', 'Void Spirit', 'Bloodseeker', 'Rubick', 'Crystal Maiden']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,OG,"['Anti-Mage', 'Puck', 'Beastmaster', 'Earth Spirit', 'Jakiro']",dire,0,Alliance,"['Terrorblade', 'Ember Spirit', 'Bloodseeker', 'Clockwerk', 'Oracle']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Team Secret,"['Drow Ranger', 'Templar Assassin', 'Dragon Knight', 'Elder Titan', 'Enchantress']",dire,1,Natus Vincere,"['Chaos Knight', 'Shadow Fiend', 'Void Spirit', 'Vengeful Spirit', 'Windranger']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Team Secret,"['Drow Ranger', 'Ember Spirit', ""Nature's Prophet"", 'Elder Titan', 'Dragon Knight']",dire,1,Natus Vincere,"['Phantom Lancer', 'Zeus', 'Void Spirit', 'Tiny', 'Vengeful Spirit']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Alliance,"['Juggernaut', 'Tiny', ""Nature's Prophet"", 'Oracle', 'Underlord']",dire,1,Team Liquid,"['Bloodseeker', 'Leshrac', 'Lycan', 'Shadow Demon', 'Crystal Maiden']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Team Liquid,"['Lone Druid', 'Outworld Devourer', 'Sand King', 'Shadow Shaman', 'Crystal Maiden']",dire,0,Alliance,"['Faceless Void', 'Windranger', 'Venomancer', 'Oracle', 'Doom']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Alliance,"['Lifestealer', 'Tiny', 'Venomancer', 'Grimstroke', 'Doom']",dire,0,Team Secret,"[""Nature's Prophet"", 'Ember Spirit', 'Mars', 'Skywrath Mage', 'Magnus']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Team Secret,"['Monkey King', 'Batrider', 'Earthshaker', 'Vengeful Spirit', 'Drow Ranger']",dire,1,Alliance,"['Sven', 'Windranger', 'Bloodseeker', 'Oracle', 'Crystal Maiden']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Nigma Galaxy,"['Drow Ranger', 'Leshrac', 'Mars', 'Elder Titan', 'Vengeful Spirit']",dire,0,VP.Prodigy,"['Bloodseeker', 'Phantom Lancer', 'Magnus', 'Rubick', 'Phoenix']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Nigma Galaxy,"['Faceless Void', 'Windranger', 'Underlord', 'Phoenix', 'Leshrac']",dire,0,VP.Prodigy,"['Anti-Mage', 'Kunkka', 'Magnus', 'Elder Titan', 'Lina']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,OG,"['Faceless Void', 'Dark Seer', 'Abaddon', 'Clockwerk', 'Jakiro']",dire,1,5men,"['Luna', 'Tiny', 'Earth Spirit', 'Warlock', 'Pugna']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,OG,"['Juggernaut', 'Mars', 'Enigma', 'Earth Spirit', 'Jakiro']",dire,0,5men,"['Drow Ranger', 'Void Spirit', 'Bloodseeker', 'Rubick', 'Oracle']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,OG,"['Monkey King', 'Lina', 'Magnus', 'Clockwerk', 'Oracle']",dire,1,5men,"['Troll Warlord', 'Void Spirit', 'Abaddon', 'Rubick', 'Bloodseeker']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,VP.Prodigy,"['Troll Warlord', 'Viper', 'Magnus', 'Enchantress', 'Silencer']",dire,1,Team Liquid,"['Phantom Assassin', 'Batrider', 'Enigma', 'Void Spirit', 'Windranger']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,VP.Prodigy,"['Bloodseeker', 'Lina', 'Faceless Void', 'Rubick', 'Enchantress']",dire,1,Team Liquid,"['Alchemist', 'Windranger', 'Death Prophet', 'Earth Spirit', 'Oracle']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,OG,"['Phantom Lancer', 'Zeus', 'Elder Titan', 'Mirana', 'Clockwerk']",dire,0,Natus Vincere,"['Drow Ranger', 'Ember Spirit', 'Pangolier', 'Chen', 'Vengeful Spirit']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,OG,"['Spectre', 'Outworld Devourer', 'Centaur Warrunner', 'Clockwerk', 'Jakiro']",dire,1,Natus Vincere,"['Slark', 'Void Spirit', 'Doom', 'Earth Spirit', 'Oracle']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,OG,"['Juggernaut', 'Batrider', 'Treant Protector', 'Jakiro', 'Oracle']",dire,0,Natus Vincere,"['Spectre', 'Doom', 'Clockwerk', 'Chen', 'Grimstroke']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Natus Vincere,"['Arc Warden', 'Zeus', 'Void Spirit', 'Elder Titan', 'Vengeful Spirit']",dire,0,VP.Prodigy,"['Faceless Void', 'Lina', 'Magnus', 'Rubick', 'Oracle']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,VP.Prodigy,"['Morphling', 'Storm Spirit', 'Magnus', 'Snapfire', 'Lina']",dire,0,Natus Vincere,"['Drow Ranger', 'Death Prophet', 'Doom', 'Clockwerk', 'Oracle']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,VP.Prodigy,"['Lifestealer', 'Lina', 'Magnus', 'Disruptor', 'Winter Wyvern']",dire,1,Natus Vincere,"['Spectre', 'Zeus', 'Pangolier', 'Clockwerk', 'Oracle']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Alliance,"['Spectre', 'Death Prophet', 'Venomancer', 'Tiny', 'Disruptor']",dire,0,VP.Prodigy,"['Faceless Void', 'Invoker', 'Snapfire', 'Elder Titan', 'Enchantress']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Alliance,"['Morphling', 'Ember Spirit', 'Vengeful Spirit', 'Shadow Demon', 'Windranger']",dire,0,VP.Prodigy,"['Anti-Mage', 'Lina', 'Necrophos', 'Oracle', 'Magnus']",radiant,1
OGA Dota PIT Season 3: Europe/CIS,Team Secret,"['Faceless Void', 'Templar Assassin', 'Elder Titan', 'Skywrath Mage', 'Vengeful Spirit']",dire,1,VP.Prodigy,"['Troll Warlord', 'Lina', 'Magnus', 'Shadow Demon', 'Disruptor']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Team Secret,"['Lone Druid', 'Silencer', 'Clockwerk', 'Pugna', 'Crystal Maiden']",dire,1,VP.Prodigy,"['Faceless Void', 'Mars', 'Viper', 'Dark Willow', 'Enchantress']",radiant,0
OGA Dota PIT Season 3: Europe/CIS,Team Secret,"['Monkey King', 'Luna', 'Bloodseeker', 'Clockwerk', 'Chen']",dire,1,VP.Prodigy,"['Drow Ranger', 'Kunkka', 'Underlord', 'Mirana', 'Enchantress']",radiant,0
OGA Dota PIT Season 3: China,PSG.LGD,"['Terrorblade', 'Zeus', 'Bloodseeker', 'Jakiro', 'Faceless Void']",dire,0,Royal Never Give Up,"['Spectre', 'Rubick', 'Doom', 'Elder Titan', 'Vengeful Spirit']",radiant,1
OGA Dota PIT Season 3: China,Royal Never Give Up,"['Slark', 'Storm Spirit', 'Phoenix', 'Io', 'Clockwerk']",dire,0,PSG.LGD,"['Sven', 'Tiny', 'Snapfire', 'Techies', 'Elder Titan']",radiant,1
OGA Dota PIT Season 3: China,PSG.LGD,"['Faceless Void', 'Brewmaster', 'Snapfire', 'Techies', 'Chen']",dire,1,Royal Never Give Up,"['Phantom Lancer', 'Night Stalker', 'Vengeful Spirit', 'Tiny', 'Pugna']",radiant,0
OGA Dota PIT Season 3: China,Sparking Arrow Gaming,"['Terrorblade', 'Void Spirit', ""Nature's Prophet"", 'Earth Spirit', 'Vengeful Spirit']",dire,0,PSG.LGD,"['Morphling', 'Viper', 'Bloodseeker', 'Skywrath Mage', 'Clockwerk']",radiant,1
OGA Dota PIT Season 3: China,PSG.LGD,"['Monkey King', 'Void Spirit', 'Ogre Magi', 'Tiny', 'Techies']",dire,1,Sparking Arrow Gaming,"['Lifestealer', 'Grimstroke', 'Underlord', 'Venomancer', 'Doom']",radiant,0
OGA Dota PIT Season 3: China,PSG.LGD,"['Monkey King', 'Void Spirit', 'Ogre Magi', 'Shadow Demon', 'Tiny']",dire,0,Vici Gaming,"['Faceless Void', 'Storm Spirit', 'Bloodseeker', 'Omniknight', 'Windranger']",radiant,1
OGA Dota PIT Season 3: China,Vici Gaming,"['Slark', 'Zeus', 'Omniknight', 'Rubick', 'Warlock']",dire,0,PSG.LGD,"['Juggernaut', 'Lina', 'Beastmaster', 'Bane', 'Magnus']",radiant,1
OGA Dota PIT Season 3: China,Vici Gaming,"['Faceless Void', 'Night Stalker', 'Elder Titan', 'Mirana', 'Snapfire']",dire,0,PSG.LGD,"['Terrorblade', 'Mars', 'Skywrath Mage', 'Tiny', 'Oracle']",radiant,1
OGA Dota PIT Season 3: China,Sparking Arrow Gaming,"['Sven', 'Lina', 'Dark Seer', 'Grimstroke', 'Pangolier']",dire,0,Royal Never Give Up,"['Morphling', 'Mars', 'Tidehunter', 'Tiny', 'Ancient Apparition']",radiant,1
OGA Dota PIT Season 3: China,Royal Never Give Up,"['Faceless Void', 'Void Spirit', 'Underlord', 'Shadow Demon', 'Phoenix']",dire,1,Sparking Arrow Gaming,"['Arc Warden', 'Storm Spirit', 'Mars', 'Mirana', 'Bane']",radiant,0
OGA Dota PIT Season 3: China,Royal Never Give Up,"['Naga Siren', 'Void Spirit', 'Magnus', 'Nyx Assassin', 'Oracle']",dire,0,Vici Gaming,"['Monkey King', 'Night Stalker', 'Faceless Void', 'Rubick', 'Snapfire']",radiant,1
OGA Dota PIT Season 3: China,Royal Never Give Up,"['Sven', 'Ember Spirit', 'Slardar', 'Skywrath Mage', 'Oracle']",dire,0,Vici Gaming,"['Bristleback', 'Pugna', 'Faceless Void', 'Clockwerk', 'Io']",radiant,1
OGA Dota PIT Season 3: China,Vici Gaming,"['Phantom Lancer', 'Tiny', 'Bloodseeker', 'Clockwerk', 'Rubick']",dire,1,Sparking Arrow Gaming,"['Monkey King', 'Batrider', 'Tidehunter', 'Nyx Assassin', 'Ogre Magi']",radiant,0
OGA Dota PIT Season 3: China,Sparking Arrow Gaming,"['Terrorblade', 'Void Spirit', 'Mars', 'Phoenix', 'Bane']",dire,0,Vici Gaming,"['Sven', 'Invoker', 'Legion Commander', 'Io', 'Windranger']",radiant,1
OGA Dota PIT Season 3: China,Invictus Gaming,"['Anti-Mage', 'Puck', 'Doom', 'Rubick', 'Winter Wyvern']",dire,0,EHOME,"['Drow Ranger', 'Night Stalker', 'Phoenix', 'Clockwerk', 'Vengeful Spirit']",radiant,1
OGA Dota PIT Season 3: China,Invictus Gaming,"['Faceless Void', 'Lina', 'Bloodseeker', 'Clockwerk', 'Windranger']",dire,0,EHOME,"['Morphling', 'Ember Spirit', 'Phoenix', 'Tiny', 'Witch Doctor']",radiant,1
OGA Dota PIT Season 3: China,EHOME,"['Faceless Void', 'Mirana', 'Doom', 'Snapfire', 'Ogre Magi']",dire,0,Team Aster,"['Wraith King', 'Zeus', 'Axe', 'Phoenix', 'Witch Doctor']",radiant,1
OGA Dota PIT Season 3: China,EHOME,"['Faceless Void', 'Mars', 'Viper', 'Skywrath Mage', 'Vengeful Spirit']",dire,1,Team Aster,"['Bloodseeker', 'Zeus', 'Dark Seer', 'Riki', 'Tusk']",radiant,0
OGA Dota PIT Season 3: China,EHOME,"['Slark', 'Void Spirit', 'Omniknight', 'Skywrath Mage', 'Vengeful Spirit']",dire,0,Team Aster,"['Monkey King', 'Leshrac', 'Abaddon', 'Tusk', 'Batrider']",radiant,1
OGA Dota PIT Season 3: China,EHOME,"['Alchemist', 'Beastmaster', 'Pugna', 'Tiny', 'Oracle']",dire,1,Team MagMa,"['Anti-Mage', 'Void Spirit', 'Faceless Void', 'Snapfire', 'Enchantress']",radiant,0
OGA Dota PIT Season 3: China,EHOME,"['Terrorblade', 'Mars', 'Venomancer', 'Phoenix', 'Witch Doctor']",dire,1,Team MagMa,"['Morphling', 'Pangolier', 'Doom', 'Tiny', 'Undying']",radiant,0
OGA Dota PIT Season 3: China,Invictus Gaming,"['Terrorblade', 'Kunkka', 'Doom', 'Rubick', 'Ogre Magi']",dire,0,Team Aster,"['Wraith King', 'Arc Warden', 'Magnus', 'Skywrath Mage', 'Witch Doctor']",radiant,1
OGA Dota PIT Season 3: China,Team Aster,"['Anti-Mage', 'Mars', 'Venomancer', 'Rubick', 'Phoenix']",dire,1,Invictus Gaming,"['Monkey King', 'Bane', 'Axe', 'Mirana', 'Magnus']",radiant,0
OGA Dota PIT Season 3: China,Invictus Gaming,"['Phantom Lancer', 'Queen of Pain', 'Magnus', 'Mirana', 'Bane']",dire,1,Team MagMa,"['Gyrocopter', 'Batrider', 'Death Prophet', 'Tusk', 'Abaddon']",radiant,0
OGA Dota PIT Season 3: China,Invictus Gaming,"['Phantom Assassin', 'Skywrath Mage', 'Legion Commander', 'Lich', 'Doom']",dire,0,Team MagMa,"['Anti-Mage', 'Tiny', 'Snapfire', 'Tusk', 'Witch Doctor']",radiant,1
OGA Dota PIT Season 3: China,Invictus Gaming,"['Sven', 'Death Prophet', 'Bloodseeker', 'Lion', 'Clockwerk']",dire,0,Team MagMa,"['Spectre', 'Batrider', 'Ogre Magi', 'Snapfire', 'Tusk']",radiant,1
OGA Dota PIT Season 3: China,Team MagMa,"['Naga Siren', 'Mars', 'Snapfire', 'Earth Spirit', 'Witch Doctor']",dire,0,Team Aster,"['Gyrocopter', 'Lina', 'Beastmaster', 'Io', 'Disruptor']",radiant,1
OGA Dota PIT Season 3: China,Team Aster,"['Arc Warden', 'Pangolier', 'Death Prophet', 'Rubick', 'Tusk']",dire,1,Team MagMa,"['Terrorblade', 'Queen of Pain', 'Treant Protector', 'Snapfire', 'Tiny']",radiant,0
OGA Dota PIT Season 3: China,Vici Gaming,"['Morphling', 'Monkey King', 'Legion Commander', 'Rubick', 'Omniknight']",dire,1,Team MagMa,"['Terrorblade', 'Earth Spirit', 'Magnus', 'Phoenix', 'Lich']",radiant,0
OGA Dota PIT Season 3: China,Vici Gaming,"['Monkey King', 'Batrider', 'Omniknight', 'Rubick', 'Storm Spirit']",dire,1,Team MagMa,"[""Nature's Prophet"", 'Mars', 'Magnus', 'Skywrath Mage', 'Enchantress']",radiant,0
OGA Dota PIT Season 3: China,Royal Never Give Up,"['Spectre', 'Tiny', 'Doom', 'Pugna', 'Ancient Apparition']",dire,0,EHOME,"['Monkey King', 'Queen of Pain', 'Mars', 'Phoenix', 'Ogre Magi']",radiant,1
OGA Dota PIT Season 3: China,EHOME,"['Drow Ranger', 'Tusk', 'Legion Commander', 'Snapfire', 'Vengeful Spirit']",dire,0,Royal Never Give Up,"['Arc Warden', 'Batrider', 'Mars', 'Tiny', 'Elder Titan']",radiant,1
OGA Dota PIT Season 3: China,Royal Never Give Up,"['Morphling', 'Queen of Pain', 'Vengeful Spirit', 'Shadow Demon', 'Elder Titan']",dire,0,EHOME,"['Terrorblade', 'Void Spirit', 'Dark Seer', 'Tiny', 'Jakiro']",radiant,1
OGA Dota PIT Season 3: China,PSG.LGD,"['Chaos Knight', 'Zeus', 'Night Stalker', 'Io', 'Undying']",dire,1,Vici Gaming,"['Spectre', 'Broodmother', 'Snapfire', 'Tusk', 'Ancient Apparition']",radiant,0
OGA Dota PIT Season 3: China,PSG.LGD,"['Drow Ranger', 'Io', 'Axe', 'Elder Titan', 'Vengeful Spirit']",dire,1,Vici Gaming,"['Faceless Void', 'Windranger', 'Underlord', 'Pugna', 'Ancient Apparition']",radiant,0
OGA Dota PIT Season 3: China,EHOME,"['Monkey King', 'Drow Ranger', 'Mars', 'Phoenix', 'Disruptor']",dire,0,Team Aster,"['Morphling', 'Io', 'Legion Commander', 'Ogre Magi', 'Doom']",radiant,1
OGA Dota PIT Season 3: China,Team Aster,"['Monkey King', 'Doom', 'Abaddon', 'Clockwerk', 'Phoenix']",dire,1,EHOME,"['Terrorblade', 'Batrider', 'Razor', 'Rubick', 'Oracle']",radiant,0
OGA Dota PIT Season 3: China,PSG.LGD,"['Troll Warlord', 'Death Prophet', 'Magnus', 'Tiny', 'Oracle']",dire,1,Team Aster,"['Arc Warden', 'Storm Spirit', 'Legion Commander', 'Phoenix', 'Treant Protector']",radiant,0
OGA Dota PIT Season 3: China,PSG.LGD,"['Drow Ranger', 'Morphling', 'Undying', 'Rubick', 'Tiny']",dire,1,Team Aster,"['Phantom Assassin', 'Beastmaster', 'Magnus', 'Skywrath Mage', 'Witch Doctor']",radiant,0
OGA Dota PIT Season 3: China,Royal Never Give Up,"['Morphling', 'Queen of Pain', 'Void Spirit', 'Ancient Apparition', 'Sven']",dire,0,Vici Gaming,"['Monkey King', 'Templar Assassin', 'Batrider', 'Tiny', 'Io']",radiant,1
OGA Dota PIT Season 3: China,Royal Never Give Up,"['Faceless Void', 'Zeus', ""Nature's Prophet"", 'Dark Seer', 'Mars']",dire,0,Vici Gaming,"['Morphling', 'Leshrac', 'Omniknight', 'Nyx Assassin', 'Snapfire']",radiant,1
OGA Dota PIT Season 3: China,EHOME,"['Monkey King', 'Queen of Pain', 'Doom', 'Tiny', 'Witch Doctor']",dire,1,Team MagMa,"['Ursa', 'Leshrac', 'Mars', 'Rubick', 'Omniknight']",radiant,0
OGA Dota PIT Season 3: China,EHOME,"['Phantom Lancer', 'Night Stalker', 'Doom', 'Skywrath Mage', 'Disruptor']",dire,1,Team MagMa,"['Monkey King', 'Lycan', 'Mars', 'Rubick', 'Witch Doctor']",radiant,0
OGA Dota PIT Season 3: China,Vici Gaming,"['Ursa', 'Skywrath Mage', 'Legion Commander', 'Oracle', 'Magnus']",dire,0,EHOME,"['Faceless Void', 'Timbersaw', 'Snapfire', 'Tusk', 'Pugna']",radiant,1
OGA Dota PIT Season 3: China,Vici Gaming,"['Faceless Void', 'Templar Assassin', 'Mars', 'Phoenix', 'Omniknight']",dire,1,EHOME,"['Anti-Mage', 'Queen of Pain', 'Wraith King', 'Shadow Demon', 'Snapfire']",radiant,0
OGA Dota PIT Season 3: China,EHOME,"['Faceless Void', 'Batrider', 'Earthshaker', 'Pugna', 'Witch Doctor']",dire,0,Vici Gaming,"['Morphling', 'Windranger', 'Bloodseeker', 'Nyx Assassin', 'Snapfire']",radiant,1
OGA Dota PIT Season 3: China,Team Aster,"['Monkey King', 'Tusk', 'Necrophos', 'Ogre Magi', 'Magnus']",dire,0,Vici Gaming,"['Sven', 'Leshrac', 'Bloodseeker', 'Rubick', 'Omniknight']",radiant,1
